transcript	GSK_rep1	GSK_rep2	LLY_rep1	LLY_rep2
L1FLnI_9p21.1u	1	0	3	1
L1FLnI_10q23.1m	1	0	0	1
L1FLnI_10q25.1d	1	0	0	0
L1FLnI_11q11u	1	1	0	1
L1FLnI_13q31.1i	1	0	0	0
L1FLnI_19q13.11c	1	1	1	2
L1FLnI_11q11p	1	0	0	0
L1FLnI_2q11.2n	1	1	1	0
L1FLnI_12q21.2n	1	0	6	0
L1FLnI_Yp11.2c	1	0	0	0
L1FLnI_3q25.32c	1	0	2	1
L1FLnI_4q31.21e	1	0	1	1
L1FLnI_5p12t	1	1	3	0
L1FLnI_5q11.1j	1	1	0	0
L1FLnI_5q14.1j	1	0	2	4
L1FLnI_6q23.2a	1	0	1	0
L1FLnI_7q21.11q	1	0	0	0
L1FLnI_7q21.13f	1	0	0	0
L1FLnI_7q31.1ia	1	0	2	0
L1FLnI_8p21.3e	1	0	2	0
L1FLnI_8q21.13ha	1	0	0	0
L1FLnI_9p24.1w	1	1	1	0
L1FLnI_13q31.1u	1	2	2	1
L1FLnI_14q21.3y	1	0	4	0
L1FLnI_15q14u	1	0	1	1
L1FLnI_Xq24c	1	0	0	1
L1FLnI_Yp11.2b	1	0	0	0
L1FLnI_6q22.31ua	1	0	4	0
L1FLnI_11p14.3z	1	2	1	0
L1FLnI_12q21.2e	1	0	0	0
L1FLnI_5p13.1d	1	0	3	1
L1FLnI_6q24.1g	1	0	0	0
L1FLnI_1q23.1c	1	0	0	0
L1FLnI_2q14.3j	1	0	0	1
L1ORF2_2q31.3	1	0	1	1
L1FLnI_2q31.3m	1	0	0	0
L1FLnI_2q32.3l	1	4	0	0
L1FLnI_3p14.2i	1	1	0	0
L1FLnI_3p12.3g	1	0	0	0
L1FLnI_3q22.1r	1	2	3	2
L1FLnI_3q29d	1	0	0	1
L1FLnI_4q22.1d	1	2	1	2
L1FLnI_4q26na	1	1	0	0
L1FLnI_4q34.3k	1	0	0	0
L1FLnI_6q14.1j	1	4	4	1
L1FLnI_6q22.33k	1	4	4	4
L1FLnI_8q24.13b	1	1	4	2
L1FLnI_10p12.2i	1	0	3	0
L1FLnI_10q26.13g	1	0	0	2
L1FLnI_12q23.2d	1	3	1	5
L1FLnI_13q11c	1	0	1	1
L1FLnI_16p13.12c	1	2	0	0
L1FLnI_Xq26.3j	1	0	0	0
L1FLnI_3q13.11c	1	0	0	3
L1FLnI_20q13.2d	1	5	3	4
L1FLnI_Xq24h	1	0	3	0
L1FLnI_4q28.3b	1	0	0	0
L1FLnI_5q32s	1	6	4	1
L1FLnI_11q12.1g	1	3	2	1
L1FLnI_18q12.3e	1	4	5	4
L1FLnI_1p21.3ba	1	0	0	0
L1FLnI_1q21.3m	1	2	1	2
L1FLnI_2q32.1ia	1	0	0	1
L1FLnI_2q35j	1	1	1	4
L1FLnI_3p14.2y	1	1	3	2
L1FLnI_4q22.3i	1	0	0	0
L1FLnI_4q27p	1	1	0	0
L1FLnI_4q34.2a	1	1	1	0
L1FLnI_6q14.1lb	1	5	1	5
L1FLnI_6q23.1b	1	0	2	0
L1FLnI_7p21.1h	1	0	0	0
L1FLnI_8p23.2c	1	0	0	0
L1FLnI_8q23.1g	1	0	0	0
L1FLnI_10q11.21o	1	1	0	0
L1FLnI_10q25.1v	1	0	0	0
L1FLnI_11p11.12m	1	0	0	0
L1FLnI_12q12ya	1	0	5	2
L1FLnI_18p11.32h	1	0	0	0
L1FLnI_Xq21.1od	1	0	0	0
L1FLnI_2q34d	1	2	1	1
L1FLnI_3q22.1l	1	0	6	0
L1FLnI_5p15.2d	1	0	2	0
L1FLnI_2q22.3h	1	0	0	1
L1FLnI_Xq22.3ra	1	0	0	0
L1FLnI_1p31.3s	1	4	0	1
L1FLnI_1p31.1lc	1	2	3	1
L1FLnI_1p13.2h	1	1	1	0
L1FLnI_1p12l	1	1	1	0
L1FLnI_2p16.3g	1	2	2	1
L1FLnI_2q12.1o	1	0	0	0
L1FLnI_2q14.2i	1	0	1	0
L1ORF2_3q22.1	1	2	2	1
L1FLnI_4p12j	1	1	1	1
L1FLnI_4q13.3ca	1	1	0	1
L1FLnI_8p23.2f	1	0	0	0
L1FLnI_8q23.3e	1	0	0	0
L1FLnI_10p11.21b	1	0	1	1
L1FLnI_16p12.3d	1	2	0	0
L1FLnI_18p11.31r	1	1	1	1
L1FLnI_Xq23sb	1	0	2	0
L1FLnI_Xq25za	1	2	0	0
L1FLnI_Yp11.2l	1	0	2	1
L1FLnI_4q32.3s	1	2	1	0
L1FLnI_4q13.3ya	1	0	1	1
L1FLnI_19q13.42b	1	0	2	0
L1FLnI_1q41ha	1	0	1	0
L1FLnI_3p24.1g	1	0	1	0
L1FLnI_3q22.2l	1	1	11	2
L1FLnI_4q26ca	1	1	0	0
L1FLnI_7p21.3la	1	0	1	0
L1FLnI_8p11.1g	1	0	3	0
L1FLnI_9p23t	1	1	3	1
L1FLnI_10p12.2a	1	2	4	1
L1FLnI_11p11.2q	1	0	2	0
L1FLnI_12q23.3c	1	4	0	1
L1FLnI_18p11.21g	1	0	5	0
L1FLnI_Xq21.1qe	1	0	1	0
L1FLnI_Xq21.2p	1	0	0	1
L1FLnI_2q34s	1	0	1	2
L1FLnI_7q11.21t	1	0	2	1
L1FLnI_13q31.1c	1	0	1	0
L1FLnI_6q27a	1	0	0	0
L1FLnI_3p25.1e	1	0	0	0
L1FLnI_3q26.1b	1	0	0	0
L1FLnI_7p21.2c	1	1	1	1
L1FLnI_7q22.3e	1	2	1	0
L1FLnI_9p24.1v	1	0	1	0
L1FLnI_9q21.13e	1	0	0	0
L1FLnI_12q11e	1	0	0	0
L1FLnI_14q12e	1	0	1	0
L1FLnI_Xq21.1ce	1	2	0	0
L1FLnI_Xq21.31gb	1	0	0	3
L1FLnI_Xq23ia	1	0	0	0
L1FLnI_Yq11.221ua	1	1	1	0
L1FLnI_6p22.3w	1	0	0	0
L1FLnI_2p16.1h	1	0	0	0
L1FLnI_2q36.1f	1	0	0	1
L1FLnI_3p26.1ca	1	0	1	6
L1FLnI_3p21.33d	1	0	1	0
L1FLnI_3q24n	1	2	1	3
L1FLnI_6q21fa	1	2	5	1
L1FLnI_7p11.2k	1	1	0	2
L1FLnI_7q11.22c	1	2	1	0
L1FLnI_9p22.3q	1	0	2	0
L1FLnI_11p15.2u	1	1	2	0
L1FLnI_11q14.3r	1	0	1	0
L1FLnI_12p11.1e	1	0	0	0
L1FLnI_12q11b	1	0	0	1
L1FLnI_12q12la	1	0	0	0
L1FLnI_13q21.2e	1	0	0	0
L1FLnI_13q31.1v	1	2	1	0
L1FLnI_22p11.2l	1	0	1	0
L1FLnI_Xq13.1m	1	0	0	1
L1FLnI_Xq21.1jd	1	0	2	0
L1FLnI_Yq11.223ma	1	0	1	0
L1FLnI_2q31.1b	1	2	2	2
L1FLnI_20p12.1w	1	0	2	0
L1FLnI_Xq26.3o	1	0	1	0
L1FLnI_1q23.1l	1	2	3	1
L1FLnI_3p13a	1	3	3	2
L1FLnI_3p22.3v	1	0	2	2
L1FLnI_3p12.3e	1	0	0	0
L1FLnI_4p12i	1	0	0	0
L1FLnI_6q16.1r	1	2	9	4
L1FLnI_7p15.3b	1	1	2	0
L1FLnI_9q21.31a	1	2	6	6
L1FLnI_10q25.1n	1	0	0	0
L1FLnI_12q21.33j	1	0	0	0
L1FLnI_16q21r	1	0	1	0
L1FLnI_Xq21.1je	1	2	0	0
L1FLnI_Xq22.3f	1	3	2	1
L1FLnI_2q24.2r	1	0	1	1
L1FLnI_2q24.2t	1	0	0	1
L1FLnI_4q21.22f	1	2	1	2
L1FLnI_4q23n	1	0	1	1
L1FLnI_4q32.3n	1	1	0	2
L1FLnI_5q31.2a	1	0	1	1
L1FLnI_6p12.3ba	1	1	1	0
L1FLnI_7q21.12c	1	1	0	1
L1FLnI_8q12.1la	1	1	5	0
L1FLnI_8q24.23d	1	0	2	0
L1FLnI_10q23.1w	1	0	1	0
L1FLnI_12q13.2f	1	0	2	1
L1FLnI_13q31.1x	1	1	1	0
L1FLnI_Xq13.3t	1	0	6	2
L1FLnI_1p35.2d	1	1	0	0
L1FLnI_2q31.3k	1	0	0	0
L1FLnI_3q28e	1	0	0	1
L1FLnI_11p12a	1	2	1	2
L1FLnI_Xq13.2k	1	0	0	1
L1FLnI_Xq13.3f	1	4	2	1
L1FLnI_Xq21.33s	1	0	0	0
L1FLnI_2q23.3z	1	1	15	2
L1FLnI_2q22.1g	1	0	0	1
L1FLnI_8p12c	1	1	0	0
L1FLnI_1q31.1d	1	2	5	1
L1FLnI_4q28.1e	1	0	0	0
L1FLnI_5q22.3h	1	0	0	0
L1FLnI_7q31.32g	1	0	0	0
L1FLnI_8q12.1h	1	0	2	3
L1FLnI_9p24.3i	1	0	2	1
L1FLnI_11q14.3fa	1	2	2	0
L1FLnI_20p11.22e	1	0	1	0
L1FLnI_Xp21.1n	1	0	0	1
L1FLnI_Xq12v	1	1	2	0
L1FLnI_Xq13.2s	1	0	0	0
L1FLnI_Xq26.3y	1	0	2	0
L1FLnI_Yq11.222l	1	0	0	0
L1FLnI_1q21.3k	1	0	0	1
L1FLnI_11q14.1m	1	0	0	0
L1FLnI_15q21.1b	1	0	3	0
L1FLnI_16q11.2d	1	1	2	2
L1FLnI_Yq11.223c	1	0	0	0
L1FLnI_1p21.2b	1	0	0	0
L1FLnI_2q31.1aa	1	0	1	0
L1FLnI_2q32.1w	1	0	0	0
L1FLnI_2q34ia	1	0	0	0
L1FLnI_4q13.2t	1	1	2	0
L1FLnI_5p15.32e	1	0	0	0
L1FLnI_5p12g	1	3	3	2
L1FLnI_5q22.3q	1	1	2	0
L1FLnI_5q33.3e	1	0	4	0
L1FLnI_11p14.1x	1	0	4	2
L1FLnI_11q14.3k	1	1	2	0
L1FLnI_12q13.2c	1	0	2	0
L1FLnI_13q13.3i	1	1	0	0
L1FLnI_Xp22.2aa	1	1	0	6
L1FLnI_4q13.2l	1	0	0	0
L1FLnI_21q21.1n	1	0	3	0
L1FLnI_2q22.3u	1	0	0	0
L1FLnI_2q35p	1	1	3	4
L1FLnI_3p22.3ca	1	1	3	1
L1FLnI_4q32.3x	1	0	0	0
L1FLnI_5p13.2f	1	0	0	0
L1FLnI_16p11.2v	1	0	2	0
L1FLnI_5q14.3j	1	0	0	0
L1FLnI_14q21.1ta	1	0	0	0
L1FLnI_7q31.1b	1	0	4	0
L1FLnI_1q41da	1	0	1	0
L1FLnI_3p26.3d	1	0	0	0
L1FLnI_3p11.1j	1	0	1	0
L1FLnI_4q34.3c	1	0	1	0
L1FLnI_8q23.3t	1	1	0	0
L1FLnI_9p24.1k	1	0	0	0
L1FLnI_10q23.33o	1	0	2	0
L1FLnI_Xq23u	1	0	6	0
L1FLnI_5q12.3d	1	0	1	1
L1FLnI_6p11.2j	1	2	5	1
L1FLnI_8q21.3a	1	0	2	0
L1FLnI_8q22.1v	1	2	2	1
L1FLnI_11q22.3ga	1	0	0	0
L1FLnI_14q21.2m	1	0	0	0
L1FLnI_5p15.32k	1	3	3	0
L1FLnI_5p13.3q	1	0	0	1
L1FLnI_4q12l	1	0	0	0
L1FLnI_5q23.3p	1	0	0	0
L1FLnI_10q21.1oa	1	1	1	1
L1FLnI_12p11.1f	1	0	0	0
L1FLnI_12q13.11b	1	3	1	1
L1FLnI_Xq22.1qa	1	0	0	3
L1FLnI_2q22.3k	1	2	5	4
L1FLnI_4q33e	1	0	1	0
L1FLnI_12q15d	1	0	1	1
L1FLnI_Xp11.4g	1	0	1	0
L1FLnI_2p16.3v	1	0	1	0
L1FLnI_3p24.2j	1	0	2	0
L1FLnI_4q23s	1	0	2	1
L1FLnI_6q22.33h	1	0	0	3
L1FLnI_7q36.2d	1	2	5	1
L1FLnI_9p21.2f	1	0	0	0
L1FLnI_18q12.3j	1	0	1	0
L1FLnI_18q22.3c	1	1	0	1
L1FLnI_Xq27.3fa	1	1	1	0
L1FLnI_18q22.1a	1	2	0	1
L1FLnI_2p16.1ca	1	2	1	0
L1FLnI_3p24.3ma	1	0	0	0
L1FLnI_3q13.32e	1	0	0	0
L1FLnI_4q13.3xa	1	0	0	0
L1FLnI_5p13.2g	1	0	0	1
L1FLnI_10q11.21n	1	1	0	0
L1FLnI_15q21.3h	1	1	2	5
L1FLnI_Xq21.1mc	1	0	0	1
L1FLnI_8p12w	1	0	1	0
L1FLnI_Xq12ma	1	0	1	0
L1FLnI_3p14.1j	1	10	0	0
L1FLnI_10q21.3q	1	0	0	0
L1FLnI_Xq21.1ld	1	0	1	1
L1FLnI_11q22.1na	1	2	2	0
L1FLnI_3q12.3l	1	0	0	0
L1FLnI_4q31.22a	1	0	0	0
L1FLnI_11q22.1s	1	0	4	0
L1FLnI_12q14.3a	1	0	1	1
L1FLnI_15q21.1a	1	1	0	1
L1FLnI_Xq25rb	1	0	0	0
L1FLnI_3q26.1j	1	0	0	0
L1FLnI_4q13.3h	1	0	1	0
L1FLnI_4q31.3j	1	0	2	0
L1FLnI_7q31.32o	1	2	2	0
L1FLnI_10q21.3b	1	1	3	1
L1FLnI_12q12na	1	0	2	0
L1FLnI_Xq21.33ca	1	0	0	0
L1FLnI_Yq11.221z	1	0	0	0
L1FLnI_6q12d	1	0	1	0
L1FLnI_12p11.1n	1	1	2	2
L1FLnI_1p31.1x	1	0	1	0
L1FLnI_5q15sa	1	0	1	0
L1FLnI_7p14.1o	1	0	2	2
L1FLnI_Xp22.11l	1	2	5	0
L1FLnI_6p12.3ga	1	0	0	0
L1FLnI_Yq11.221ma	1	0	0	0
L1FLnI_1q25.3g	1	0	2	0
L1FLnI_3q12.1j	1	1	1	3
L1FLnI_11q22.1i	1	0	0	0
L1FLnI_10q26.2n	1	0	0	0
L1FLnI_11q25e	1	0	0	0
L1FLnI_3q13.32a	1	1	1	0
L1FLnI_12q14.1ea	1	1	4	1
L1FLnI_4q25f	1	10	15	3
L1FLnI_5q33.1e	1	3	3	0
L1FLnI_19p12e	1	1	2	2
L1FLnI_11p15.1p	1	0	0	1
L1FLnI_Xq21.1vc	1	1	4	0
L1FLnI_3q24i	1	0	0	1
L1FLnI_5q21.3o	1	0	0	0
L1FLnI_9q31.1h	1	0	3	0
L1FLnI_5q21.1b	1	1	3	0
L1FLnI_1q23.2i	1	1	5	0
L1FLnI_5p15.1g	1	0	1	0
L1FLnI_14q32.2a	1	0	0	0
L1FLnI_8q21.11e	1	2	2	1
L1FLnI_Xq21.1pd	1	1	0	0
L1FLnI_Xq27.3g	1	0	0	0
L1FLnI_11p12ha	1	0	1	0
L1FLnI_15q26.1g	1	1	2	1
L1FLnI_1p34.3a	1	0	0	0
L1FLnI_1q21.1b	1	0	1	0
L1FLnI_6q22.31ma	1	4	5	1
L1FLnI_8q24.21l	1	2	2	1
L1FLnI_Xq23ba	1	0	0	0
L1FLnI_13q21.2b	1	3	0	0
L1FLnI_16q23.3c	1	0	0	0
L1FLnI_4q21.3b	1	0	0	0
L1FLnI_10q21.3g	1	0	3	1
L1FLnI_1p12k	1	0	1	1
L1FLnI_5q33.1y	1	1	2	4
L1FLnI_20p11.22a	1	1	1	0
L1FLnI_5q14.3o	1	0	0	0
L1FLnI_4q13.2f	1	1	3	0
L1FLnI_11q11n	1	0	0	0
L1FLnI_4q34.3t	1	0	1	0
L1FLnI_3p14.1ha	1	0	0	0
L1FLnI_Yp11.2ra	1	0	0	0
L1FLnI_3p24.3k	1	0	0	0
L1FLnI_6q14.1e	1	1	1	0
L1FLnI_Xp11.22v	1	0	0	0
L1FLnI_Xq26.2t	1	0	2	0
L1FLnI_1q31.1k	1	0	1	0
L1FLnI_Xq25o	1	0	1	0
L1FLnI_13q33.3k	1	1	5	1
L1FLnI_5q22.3n	1	0	1	0
L1FLnI_Xq13.3ba	1	2	2	0
L1FLnI_7q11.21j	1	0	0	0
L1FLnI_15q21.3r	1	0	1	1
L1FLnI_4q21.22h	1	1	1	1
__no_feature	0	0	0	0
L1FLnI_Xq26.2f	0	10	5	1
L1FLnI_2q33.1i	0	9	0	2
L1FLnI_3p21.31f	0	9	5	2
L1FLnI_9q13e	0	8	11	3
L1FLnI_1p22.2v	0	7	7	1
L1FLnI_6q16.1w	0	6	1	0
L1FLnI_6p12.1e	0	6	6	2
L1ORF2_3q27.3a	0	6	5	4
L1FLnI_1q25.1e	0	6	8	8
L1FLnI_12q23.3u	0	6	5	2
L1FLnI_11q14.2s	0	5	2	1
L1FLnI_15q26.2k	0	5	4	2
L1FLnI_20q13.12a	0	5	3	2
L1FLnI_8q21.12	0	5	2	1
L1FLnI_1q32.2s	0	5	8	2
L1FLnI_6q16.3a	0	5	4	2
L1FLnI_1p33j	0	5	7	2
L1FLnI_6q15b	0	5	1	2
L1FLnI_2q21.2p	0	5	2	1
L1FLnI_6q13q	0	5	0	0
L1FLnI_2q14.3fa	0	5	1	3
L1FLnI_6q21x	0	4	2	1
L1FLnI_9p22.1f	0	4	3	2
L1FLnI_3p25.1a	0	4	3	4
L1FLnI_2p14e	0	4	7	3
L1FLI_12q22	0	4	0	4
L1FLnI_Xq23va	0	4	2	0
L1FLnI_17q24.3b	0	4	1	2
L1FLnI_8q11.23m	0	4	5	2
L1FLnI_18q12.3w	0	4	5	0
L1FLnI_1p21.3w	0	4	4	0
L1FLnI_8q23.1w	0	4	4	2
L1FLnI_6q16.3i	0	4	1	1
L1FLnI_14q32.2b	0	4	6	1
L1FLnI_16q11.2b	0	4	3	0
L1FLnI_5q22.2c	0	4	4	4
L1FLnI_3q28q	0	4	4	6
L1FLnI_15q26.1e	0	4	1	0
L1FLnI_17q11.1f	0	4	2	0
L1FLnI_3q25.2p	0	4	1	0
L1FLnI_2q22.1ca	0	4	2	2
L1FLnI_6q14.1ya	0	4	5	1
L1FLnI_4q25w	0	4	5	5
L1FLnI_12q13.2e	0	4	3	3
L1FLnI_10p12.31g	0	4	1	5
L1FLnI_11q12.3n	0	4	0	0
L1FLI_18q21.32	0	4	0	1
L1FLnI_6p22.3n	0	4	1	0
L1FLnI_5q23.1y	0	4	5	2
L1FLnI_11q11a	0	4	3	1
L1FLnI_4q24r	0	4	1	0
L1FLnI_20p13m	0	4	1	3
L1FLnI_4q28.3a	0	4	2	1
L1FLnI_3p24.3z	0	3	3	1
L1FLnI_4q13.3v	0	3	1	1
L1FLnI_5p14.1d	0	3	2	0
L1FLnI_16q12.1f	0	3	2	2
L1FLnI_22q12.3b	0	3	0	1
L1ORF2_15q21.2	0	3	2	1
L1FLnI_5q11.2xa	0	3	6	1
L1FLnI_11p15.4j	0	3	2	3
L1FLnI_21q21.1w	0	3	3	1
L1FLnI_10q23.1q	0	3	0	0
L1FLnI_7q11.21g	0	3	0	2
L1FLnI_3q23r	0	3	3	3
L1FLnI_2p24.3n	0	3	2	0
L1FLnI_14q32.12b	0	3	5	2
L1FLnI_5q33.2d	0	3	4	1
L1FLnI_10q21.1j	0	3	1	1
L1FLnI_14q23.2c	0	3	0	1
L1FLnI_11p12x	0	3	1	3
L1FLnI_6q14.1sb	0	3	4	2
L1FLnI_12q15a	0	3	4	0
L1FLnI_10p12.1d	0	3	0	1
L1FLI_5q14.1	0	3	4	0
L1FLnI_10p12.2d	0	3	4	0
L1FLnI_5q11.2ya	0	3	2	0
L1FLnI_9p11.1b	0	3	0	0
L1FLnI_5q15ya	0	3	1	1
L1FLnI_10p11.1e	0	3	1	0
L1FLnI_4q24ha	0	3	3	5
L1FLnI_14q12na	0	3	6	2
L1FLnI_11q22.1n	0	3	0	0
L1FLnI_4q12kb	0	3	1	0
L1FLnI_4q34.1t	0	3	2	0
L1FLnI_Xq13.2e	0	3	4	0
L1FLnI_1q32.3j	0	3	0	3
L1FLnI_15q21.1l	0	3	9	1
L1FLnI_8q21.3c	0	3	1	0
L1FLnI_Xq27.1m	0	3	4	0
L1FLnI_2q23.3m	0	3	2	0
L1FLnI_1p21.2p	0	3	0	0
L1FLnI_3q26.32k	0	3	3	0
L1FLnI_6q12t	0	3	1	0
L1FLnI_2p22.3i	0	3	2	0
L1FLnI_15q11.1d	0	3	8	0
L1FLnI_12q21.1ba	0	3	1	2
L1FLnI_7q22.2b	0	3	1	3
L1FLnI_13q33.3a	0	3	1	1
L1FLnI_15q14g	0	3	1	0
L1FLnI_15q12d	0	3	1	0
L1FLnI_18p11.22j	0	3	4	1
L1FLnI_5p13.1y	0	3	3	1
L1FLnI_6q15d	0	3	3	1
L1FLnI_8p22p	0	3	0	0
L1FLnI_4q23j	0	3	2	2
L1FLnI_5q32o	0	3	3	0
L1FLnI_4q27g	0	3	0	0
L1FLnI_2p15j	0	3	1	3
L1FLnI_1p31.3a	0	3	3	0
L1FLnI_7q11.1a	0	3	3	1
L1FLnI_5q12.1ha	0	3	4	0
L1FLnI_5q14.1t	0	3	4	1
L1FLnI_14q24.1c	0	3	0	1
L1FLnI_10q21.1la	0	3	1	0
L1FLnI_3p12.3a	0	3	0	0
L1FLnI_3q23l	0	3	0	1
L1FLnI_2p12o	0	3	0	0
L1FLnI_1q41ea	0	2	0	1
L1FLnI_2q24.1y	0	2	1	0
L1FLnI_3q29k	0	2	10	3
L1FLnI_4p15.1c	0	2	0	0
L1ORF2_8q21.3	0	2	3	3
L1FLnI_10q25.1r	0	2	1	0
L1FLnI_13q21.2f	0	2	3	1
L1FLnI_15q25.3k	0	2	0	1
L1FLnI_18q12.2a	0	2	1	0
L1FLnI_20p11.22c	0	2	0	3
L1FLnI_Xq24j	0	2	2	2
L1FLnI_2p12na	0	2	1	0
L1FLnI_3q23c	0	2	3	4
L1FLnI_6q22.1w	0	2	10	3
L1FLnI_8q21.11g	0	2	4	1
L1FLnI_12p12.2i	0	2	14	1
L1FLnI_12q23.3t	0	2	5	3
L1FLnI_14q22.3c	0	2	2	1
L1FLnI_Yq11.221pa	0	2	2	0
L1FLnI_2p12ua	0	2	3	5
L1FLnI_3p22.3e	0	2	2	1
L1FLnI_3q25.33c	0	2	4	0
L1FLnI_6q22.31k	0	2	2	0
L1FLnI_9q22.2a	0	2	2	0
L1FLnI_10q25.1fa	0	2	3	0
L1FLnI_12q24.13a	0	2	4	0
L1FLnI_Xq12b	0	2	6	2
L1FLnI_Xq26.2o	0	2	0	0
L1FLnI_1q42.13i	0	2	0	0
L1FLnI_3p13h	0	2	7	4
L1FLnI_8p12l	0	2	6	1
L1FLnI_1p31.1xa	0	2	1	0
L1FLnI_20p11.22b	0	2	1	0
L1FLnI_3q22.3a	0	2	0	0
L1FLnI_11q12.1ca	0	2	8	2
L1FLnI_12q23.1c	0	2	3	1
L1FLnI_1q41y	0	2	1	0
L1FLnI_1q41ia	0	2	2	2
L1FLnI_4q13.3eb	0	2	2	0
L1FLnI_Xq22.3p	0	2	3	2
L1FLnI_4p15.31h	0	2	0	0
L1FLnI_4q31.23i	0	2	1	1
L1FLnI_12q21.33f	0	2	0	3
L1FLnI_13q21.1j	0	2	2	0
L1FLnI_6q16.3v	0	2	2	0
L1FLnI_5q11.2bb	0	2	3	1
L1FLnI_5q35.3a	0	2	0	4
L1FLnI_4q31.21q	0	2	1	1
L1FLnI_Xq21.33ga	0	2	2	5
L1FLnI_20p11.21e	0	2	0	0
L1FLnI_4q13.3p	0	2	9	2
L1FLnI_22p11.2q	0	2	3	2
L1FLnI_3q24y	0	2	2	0
L1FLnI_1q42.13d	0	2	3	5
L1FLnI_9p24.1o	0	2	1	1
L1FLnI_3q23s	0	2	1	0
L1FLnI_13q33.2a	0	2	3	0
L1FLnI_14q22.1b	0	2	2	2
L1FLnI_Xq25eb	0	2	0	0
L1FLnI_6p12.1h	0	2	3	0
L1FLnI_Xq27.1w	0	2	3	1
L1FLnI_1p13.3m	0	2	3	1
L1FLnI_Xp11.21wa	0	2	1	9
L1FLnI_1p22.1n	0	2	0	0
L1FLnI_3q22.3n	0	2	0	3
L1FLnI_4q32.2g	0	2	0	0
L1FLnI_15q26.2h	0	2	1	3
L1FLnI_1p31.2a	0	2	0	0
L1FLnI_2p14l	0	2	2	3
L1FLnI_3p24.3y	0	2	3	0
L1FLnI_5q21.3t	0	2	0	1
L1FLnI_9p11.2g	0	2	0	1
L1FLnI_14q23.1r	0	2	11	1
L1FLnI_17q22q	0	2	0	0
L1FLnI_18p11.21f	0	2	1	0
L1FLnI_Xq22.1ja	0	2	1	1
L1FLnI_1p21.2j	0	2	0	0
L1FLnI_8q23.1v	0	2	5	2
L1FLnI_13q21.33b	0	2	0	0
L1FLnI_Xq12ab	0	2	1	1
L1FLnI_Xq25ta	0	2	4	0
L1FLnI_4p15.33q	0	2	3	0
L1FLnI_3q11.1d	0	2	4	0
L1FLnI_8q22.1ma	0	2	0	1
L1FLnI_1q42.13a	0	2	0	0
L1FLI_10q24.2	0	2	3	3
L1FLnI_8q22.2j	0	2	2	3
L1FLnI_18q21.32c	0	2	2	2
L1FLnI_Xq11.1c	0	2	1	1
L1FLnI_4p14n	0	2	6	0
L1FLnI_2q23.3h	0	2	0	0
L1FLnI_12q23.1n	0	2	0	2
L1FLnI_9q21.31p	0	2	3	1
L1FLnI_20q11.1j	0	2	0	0
L1FLnI_7q21.2a	0	2	1	1
L1FLnI_22q11.1n	0	2	0	1
L1FLnI_2q23.3g	0	2	1	1
L1FLnI_6p24.3b	0	2	1	1
L1FLnI_1p12w	0	2	3	2
L1FLnI_4q13.2m	0	2	1	1
L1FLnI_7p21.3aa	0	2	1	0
L1FLnI_Xp11.22ma	0	2	5	1
L1FLnI_4q12n	0	2	1	0
L1FLnI_3q13.13da	0	2	5	2
L1FLnI_7p12.1c	0	2	0	0
L1FLnI_14q12m	0	2	2	0
L1FLnI_Yq11.223h	0	2	0	0
L1FLnI_9q21.33n	0	2	2	1
L1FLnI_2q34ma	0	2	0	0
L1FLnI_8q24.12r	0	2	0	0
L1FLnI_1p33b	0	2	1	0
L1FLnI_8q21.11f	0	2	3	1
L1FLnI_6p12.1n	0	2	2	1
L1FLnI_7p12.2c	0	2	7	3
L1FLnI_17q11.2c	0	2	1	0
L1FLnI_2p13.2b	0	2	4	3
L1FLnI_2q24.3k	0	2	1	0
L1FLnI_4q13.3t	0	2	0	0
L1FLnI_Xp22.11j	0	2	1	1
L1FLnI_1q24.2i	0	2	2	0
L1FLnI_1p32.1b	0	2	2	1
L1FLnI_6q14.3sa	0	2	1	1
L1FLnI_7q21.13b	0	2	2	0
L1FLnI_7q31.33g	0	2	0	0
L1FLnI_11p11.2k	0	2	2	0
L1FLnI_7q31.2c	0	2	2	0
L1FLnI_Xq25s	0	2	6	1
L1FLnI_Xq13.3sa	0	2	1	1
L1FLnI_14q21.2s	0	2	7	2
L1FLnI_1p32.1h	0	2	4	1
L1FLnI_5q14.3ib	0	2	0	0
L1FLnI_6q11.1u	0	2	1	0
L1FLnI_12q21.33e	0	2	0	0
L1FLnI_17q22aa	0	2	4	4
L1FLnI_6q22.31l	0	2	4	3
L1FLnI_8q23.3n	0	2	0	0
L1FLnI_Xq23h	0	2	4	2
L1FLnI_4q24z	0	2	4	1
L1FLnI_11p14.1s	0	2	0	0
L1FLnI_Xq27.1l	0	2	2	0
L1FLnI_6p12.3p	0	2	0	0
L1FLnI_4q31.23d	0	2	4	0
L1FLnI_4q12nb	0	2	2	0
L1FLnI_10q26.2e	0	2	2	0
L1FLnI_10q25.1da	0	2	0	0
L1FLnI_Xq12fa	0	2	0	0
L1FLnI_Xq21.1d	0	2	5	1
L1FLnI_5q11.1l	0	2	0	0
L1FLnI_4q22.3w	0	2	0	1
L1FLnI_11p12v	0	2	0	1
L1FLnI_12p12.3n	0	2	2	1
L1FLnI_7q21.2m	0	2	0	1
L1FLnI_Xq21.33ab	0	2	3	2
L1FLnI_12q13.11n	0	2	1	1
L1FLnI_5p13.3r	0	2	1	0
L1FLnI_19q11e	0	2	3	1
